date,co_num,horizon,rate,std
1989-01-01,63207,20,7.635307093208402,0.12136590237700098
1989-01-01,63207,21,7.6953104379697574,0.12913583491534464
1989-01-01,63207,22,7.750345837575072,0.1363399770075907
1989-01-01,63207,23,7.800686029943452,0.14298524725547102
1989-01-01,63207,24,7.846635989062226,0.14909168235593234
1989-01-01,63207,25,7.88852647803117,0.15468880703236268
1989-01-01,63207,26,7.92670908980855,0.15981317520681743
1989-01-01,63207,27,7.961552389972779,0.16450665736115933
1989-01-01,63207,28,7.993438886005631,0.1688152178512607
1989-01-01,63207,29,8.02276262359869,0.17278802323003978
1989-01-01,63207,30,8.049927263682468,0.17647678031158054
1989-01-01,63401,1,5.847976862947157,0.2591030799496055
1989-01-01,63401,2,6.008003647467212,0.232498664136513
1989-01-01,63401,3,6.16716661350503,0.20606035004660564
1989-01-01,63401,4,6.325033923792373,0.1798879269486329
1989-01-01,63401,5,6.481173741060993,0.15409815196197452
1989-01-01,63401,6,6.6351542280426585,0.12883970980434634
1989-01-01,63401,7,6.786543547469128,0.10432740837338929
1989-01-01,63401,8,6.934909862072157,0.08093020773056103
1989-01-01,63401,9,7.079821334583508,0.05943173116581765
1989-01-01,63401,10,7.220846127734941,0.0418844591305398
1989-01-01,63401,11,7.357552404258216,0.033565577923826154
1989-01-01,63401,12,7.489508326885093,0.03934606716249072
1989-01-01,63401,13,7.616282058347326,0.053919116599596154
1989-01-01,63401,14,7.737441761376685,0.07129861711903246
1989-01-01,63401,15,7.85255559870492,0.08915313467746311
1989-01-01,63401,16,7.961202314773015,0.1066166361813009
1989-01-01,63401,17,8.0630775167129,0.1233112003048934
1989-01-01,63401,18,8.158064417656401,0.1390613595923197
1989-01-01,63401,19,8.246193344761688,0.15378903626358942
1989-01-01,63401,20,8.327604962545518,0.16746955561022914
1989-01-01,63401,21,8.402524003334502,0.18011079595035373
1989-01-01,63401,22,8.47124016181312,0.19174209480594304
1989-01-01,63401,23,8.534093973385984,0.20240777633264007
1989-01-01,63401,24,8.591466222802465,0.21216309006572945
1989-01-01,63401,25,8.643769894609708,0.22107151254337085
1989-01-01,63401,26,8.691443981121992,0.2292028716683322
1989-01-01,63401,27,8.734948666345938,0.23663199548730718
1989-01-01,63401,28,8.77476154188486,0.24343771068136338
1989-01-01,63401,29,8.811374605732505,0.24970208328883445
1989-01-01,63401,30,8.84529186128799,0.25550983274725525
1989-01-01,65056,1,6.364002204568578,0.357802229669268
1989-01-01,65056,2,6.476506805272816,0.32108649637061043
1989-01-01,65056,3,6.588404110431396,0.28460077757110175
1989-01-01,65056,4,6.699390522871021,0.24847531714346224
1989-01-01,65056,5,6.809162445418389,0.21285922243914096
1989-01-01,65056,6,6.917416280900198,0.17793719185751852
1989-01-01,65056,7,7.023848432143147,0.14396794644412086
1989-01-01,65056,8,7.1281553019739405,0.11138434608827139
1989-01-01,65056,9,7.2300332932192735,0.0810984990815721
1989-01-01,65056,10,7.32917880870585,0.055587531989485364
1989-01-01,65056,11,7.42528825126037,0.04212241082738999
1989-01-01,65056,12,7.5180580237095285,0.04937234168159397
1989-01-01,65056,13,7.607184528880031,0.06977523469160464
1989-01-01,65056,14,7.692364169598574,0.09401588635096782
1989-01-01,65056,15,7.773293348691859,0.11877030582672542
1989-01-01,65056,16,7.849675908309786,0.14288976543105894
1989-01-01,65056,17,7.921297849288511,0.16589077931990445
1989-01-01,65056,18,7.988077066247924,0.1875547028144561
1989-01-01,65056,19,8.050034880273932,0.2077881857674086
1989-01-01,65056,20,8.107270183594721,0.22656626510893763
1989-01-01,65056,21,8.159940971140621,0.2439057162160038
1989-01-01,65056,22,8.208250908722334,0.2598509232757392
1989-01-01,65056,23,8.252439405010332,0.27446562525858104
1989-01-01,65056,24,8.292774165415997,0.2878277190170081
1989-01-01,65056,25,8.329545532969796,0.30002579221206427
1989-01-01,65056,26,8.363062135100433,0.31115670398381584
1989-01-01,65056,27,8.393647497760586,0.3213238363151873
1989-01-01,65056,28,8.421637385071188,0.33063579458024156
1989-01-01,65056,29,8.447377689365196,0.3392054203854542
1989-01-01,65056,30,8.47122274320851,0.3471490284658715
1989-01-01,65080,1,5.309186387720954,0.15139979005083393
1989-01-01,65080,2,5.4070841079682745,0.1369855397384782
1989-01-01,65080,3,5.504453380053803,0.1227157516763974
1989-01-01,65080,4,5.601030023926637,0.10865936853236552
1989-01-01,65080,5,5.696549859535886,0.09490074849921835
1989-01-01,65080,6,5.790748706830662,0.08155070906860422
1989-01-01,65080,7,5.883362385760069,0.06876791059426147
1989-01-01,65080,8,5.974126716273218,0.05680208755636138
1989-01-01,65080,9,6.062777518319213,0.04608244112014141
1989-01-01,65080,10,6.149050611847167,0.03737938933856259
1989-01-01,65080,11,6.232681816806186,0.03194674642377666
1989-01-01,65080,12,6.313406953145378,0.03104235956920472
1989-01-01,65080,13,6.390961840813852,0.03454312844179105
1989-01-01,65080,14,6.465082299760715,0.04091043931670825
1989-01-01,65080,15,6.535504149935077,0.04865150935818969
1989-01-01,65080,16,6.601969684734923,0.05686360239069065
1989-01-01,65080,17,6.664292689284208,0.06506526948621334
1989-01-01,65080,18,6.722401718242186,0.07300478562386503
1989-01-01,65080,19,6.776315324500827,0.0805504526596096
1989-01-01,65080,20,6.82611956075157,0.08763590558198504
1989-01-01,65080,21,6.871951908869763,0.0942326259667341
1989-01-01,65080,22,6.913989591995039,0.1003353968857359
1989-01-01,65080,23,6.952440935501647,0.10595414211833815
1989-01-01,65080,24,6.98753888763622,0.11110908445215947
1989-01-01,65080,25,7.019536095140265,0.11582772527855577
1989-01-01,65080,26,7.048701115223775,0.12014287569205041
1989-01-01,65080,27,7.075315469291285,0.12409132339894123
1989-01-01,65080,28,7.099671327989819,0.12771290040555447
1989-01-01,65080,29,7.12206967519591,0.13104981295366586
1989-01-01,65080,30,7.1428188391929615,0.13414614894590615
1989-01-01,65129,1,5.515307751433596,0.07373726665240064
1989-01-01,65129,2,5.6852477590627215,0.0658834658239607
1989-01-01,65129,3,5.8542704370091885,0.05813681049906837
1989-01-01,65129,4,6.021917196863056,0.050552826582643366
1989-01-01,65129,5,6.187729450214405,0.043208216009995457
1989-01-01,65129,6,6.351248608653297,0.036218778760216404
1989-01-01,65129,7,6.5120160837698045,0.029775791043162123
1989-01-01,65129,8,6.669573287154002,0.024217229348763556
1989-01-01,65129,9,6.8234616303959506,0.020131596218706936
1989-01-01,65129,10,6.973222525085725,0.01832082339673268
1989-01-01,65129,11,7.118397382813392,0.019211388104936628
1989-01-01,65129,12,7.258527615169026,0.022270720169193806
1989-01-01,65129,13,7.393154633742695,0.02656768771242458
1989-01-01,65129,14,7.521819850124466,0.03142074017027621
1989-01-01,65129,15,7.644064675904412,0.03644354421732551
1989-01-01,65129,16,7.759441759889864,0.041421966808398894
1989-01-01,65129,17,7.867627852904271,0.046234492162746325
1989-01-01,65129,18,7.968498933451311,0.05081341293776153
1989-01-01,65129,19,8.062087207373935,0.055122432834864815
1989-01-01,65129,20,8.1485420529723,0.05914446852665159
1989-01-01,65129,21,8.228102124128084,0.06287482730905221
1989-01-01,65129,22,8.30107506132184,0.06631718469797346
1989-01-01,65129,23,8.367822495198284,0.0694810923891425
1989-01-01,65129,24,8.42874879908409,0.07238036448727608
1989-01-01,65129,25,8.484292540793405,0.07503199129906557
1989-01-01,65129,26,8.534919907017805,0.07745538341398173
1989-01-01,65129,27,8.581119588908768,0.07967183038767199
1989-01-01,65129,28,8.623398763567648,0.08170410358679141
1989-01-01,65129,29,8.662279906922837,0.08357615883785269
1989-01-01,65129,30,8.69829824401025,0.08531291010317449
1989-01-01,65234,1,5.363364513974966,0.5735448309883544
1989-01-01,65234,2,5.495586651161329,0.5159902829763645
1989-01-01,65234,3,5.6270950582917845,0.4587666617462608
1989-01-01,65234,4,5.757532929805971,0.40206956888874634
1989-01-01,65234,5,5.886543460143531,0.34611805251308314
1989-01-01,65234,6,6.013769843744096,0.29117433458464914
1989-01-01,65234,7,6.138855275047304,0.2375880247724875
1989-01-01,65234,8,6.261442948492804,0.18590788635554106
1989-01-01,65234,9,6.381176058520227,0.13721156145661667
1989-01-01,65234,10,6.497697799569213,0.09426983040836794
1989-01-01,65234,11,6.610651366079402,0.06578180820320206
1989-01-01,65234,12,6.719679952490433,0.06842581050701485
1989-01-01,65234,13,6.824426753241947,0.09714762416793574
1989-01-01,65234,14,6.9245349627735795,0.13430724644646974
1989-01-01,65234,15,7.01964777552497,0.17289661243921808
1989-01-01,65234,16,7.109417129073431,0.21067410924634933
1989-01-01,65234,17,7.193591518799396,0.24676147628730383
1989-01-01,65234,18,7.272074449548316,0.2807764114909748
1989-01-01,65234,19,7.34489097913585,0.31255748089519947
1989-01-01,65234,20,7.412157331624666,0.34205908407833885
1989-01-01,65234,21,7.474059192108717,0.3693044968282951
1989-01-01,65234,22,7.530835920832785,0.3943618056366597
1989-01-01,65234,23,7.58276888518871,0.41733018868764055
1989-01-01,65234,24,7.630172708591071,0.4383314250230789
1989-01-01,65234,25,7.673388619538661,0.45750429628790285
1989-01-01,65234,26,7.712779335448923,0.4750007109894291
1989-01-01,65234,27,7.748725083375947,0.49098291757935886
1989-01-01,65234,28,7.781620473401309,0.5056214401124858
1989-01-01,65234,29,7.811872018887243,0.5190935130487789
1989-01-01,65234,30,7.839896152662673,0.5315818726285714
1989-01-01,65528,1,4.350561028977841,0.7706504857531945
1989-01-01,65528,2,4.648561965557698,0.6919190563571453
1989-01-01,65528,3,4.944954304442408,0.6135287930769038
1989-01-01,65528,4,5.238933880811862,0.5357604188820894
1989-01-01,65528,5,5.529696529845949,0.4589360725120048
1989-01-01,65528,6,5.81643808672457,0.38345493414537307
1989-01-01,65528,7,6.098354386627613,0.309875707743242
1989-01-01,65528,8,6.3746412647349775,0.23913392122352642
1989-01-01,65528,9,6.644494556226552,0.17321602803261932
1989-01-01,65528,10,6.907110096282236,0.11763068018148488
1989-01-01,65528,11,7.161683720081922,0.08903027605725174
1989-01-01,65528,12,7.407411262805501,0.10679612964334706
1989-01-01,65528,13,7.64348855963287,0.1526691962849295
1989-01-01,65528,14,7.869111445743925,0.20634525421330063
1989-01-01,65528,15,8.083475756318556,0.2609287891021701
1989-01-01,65528,16,8.285797031733306,0.314054275744339
1989-01-01,65528,17,8.475508433380222,0.3647163062970156
1989-01-01,65528,18,8.652392481440534,0.41245409546601236
1989-01-01,65528,19,8.816505650969743,0.45706733109840203
1989-01-01,65528,20,8.968109886603328,0.4984998115863
1989-01-01,65528,21,9.107623683557637,0.5367846181611418
1989-01-01,65528,22,9.235586509569629,0.5720148005642485
1989-01-01,65528,23,9.352632507666158,0.6043260820968571
1989-01-01,65528,24,9.459470772967064,0.6338858485201554
1989-01-01,65528,25,9.556870362866158,0.6608857127751232
1989-01-01,65528,26,9.645648766268186,0.6855362598854935
1989-01-01,65528,27,9.726662935122672,0.7080631983369825
1989-01-01,65528,28,9.800802237703298,0.7287044621904492
1989-01-01,65528,29,9.868982869779227,0.7477079816245884
1989-01-01,65528,30,9.932143383514887,0.7653299395798708
1989-01-01,65595,1,5.494748459274078,0.17714360498421997
1989-01-01,65595,2,5.676857072152228,0.15897503910701596
1989-01-01,65595,3,5.857982669680471,0.14091428588139335
1989-01-01,65595,4,6.037633826088159,0.12302892023692757
1989-01-01,65595,5,6.215319115604634,0.10539775259837432
1989-01-01,65595,6,6.39054711245924,0.08812069873920335
1989-01-01,65595,7,6.56282639088132,0.07134137873752985
1989-01-01,65595,8,6.731665525100222,0.0553054836343994
1989-01-01,65595,9,6.896573089345289,0.04053473430468809
1989-01-01,65595,10,7.057057657845861,0.028407486954998108
1989-01-01,65595,11,7.21262780483129,0.022558971229974422
1989-01-01,65595,12,7.362792104530912,0.026492789472557274
1989-01-01,65595,13,7.507059131174076,0.0365237704735004
1989-01-01,65595,14,7.644937458990124,0.04846665090323703
1989-01-01,65595,15,7.775935662208404,0.06072044679425442
1989-01-01,65595,16,7.8995743569198345,0.07269790017521333
1989-01-01,65595,17,8.015507147593565,0.08414405797748496
1989-01-01,65595,18,8.123601132136807,0.09494085702515835
1989-01-01,65595,19,8.22389082250156,0.10503594342325817
1989-01-01,65595,20,8.316536293265994,0.11441300758876301
1989-01-01,65595,21,8.401793287194614,0.1230777494383242
1989-01-01,65595,22,8.479991473456913,0.131050411644777
1989-01-01,65595,23,8.551518377368454,0.13836141891163084
1989-01-01,65595,24,8.616807327529326,0.14504863724945527
1989-01-01,65595,25,8.676328295533636,0.15115554925298813
1989-01-01,65595,26,8.730580849510918,0.1567299828916556
1989-01-01,65595,27,8.780088673489225,0.16182319360500227
1989-01-01,65595,28,8.825395261138466,0.1664891824061498
1989-01-01,65595,29,8.86706050043269,0.17078417778599644
1989-01-01,65595,30,8.90565794135714,0.17476623508424652
1989-01-01,66168,1,6.125906763654497,0.3999450034095387
1989-01-01,66168,2,6.281324566018901,0.35520268951775485
1989-01-01,66168,3,6.435903429011034,0.31077777732545925
1989-01-01,66168,4,6.589223952844738,0.26686141189645374
1989-01-01,66168,5,6.740866737733834,0.2236947552661459
1989-01-01,66168,6,6.890412383892162,0.18162231366931053
1989-01-01,66168,7,7.037441491533548,0.14122932269718513
1989-01-01,66168,8,7.18153466087183,0.10375151950542126
1989-01-01,66168,9,7.322272492120834,0.07246505256863477
1989-01-01,66168,10,7.459235585494387,0.05636751762849558
1989-01-01,66168,11,7.592004541206329,0.06541225480388366
1989-01-01,66168,12,7.7201599594704895,0.09087994807558093
1989-01-01,66168,13,7.843282440500697,0.12162501907147164
1989-01-01,66168,14,7.960952584510786,0.15338613433313486
1989-01-01,66168,15,8.072750991714587,0.18463204235930958
1989-01-01,66168,16,8.178268539267988,0.21467816307064136
1989-01-01,66168,17,8.277209601218416,0.24317201339910557
1989-01-01,66168,18,8.369460754313316,0.26993876229327396
1989-01-01,66168,19,8.45505145224876,0.2949045992288357
1989-01-01,66168,20,8.534118308218162,0.31805822218483126
1989-01-01,66168,21,8.606879581961143,0.3394299844943421
1989-01-01,66168,22,8.673616624573734,0.3590795370186238
1989-01-01,66168,23,8.734660163592398,0.3770879759237126
1989-01-01,66168,24,8.790380016664209,0.39355257654305476
1989-01-01,66168,25,8.841177273837438,0.4085831093783466
1989-01-01,66168,26,8.887478283869552,0.42229917538797207
1989-01-01,66168,27,8.929729976861694,0.43482822631070295
1989-01-01,66168,28,8.968396189149995,0.44630406183771576
1989-01-01,66168,29,9.003954748538003,0.45686566873773676
1989-01-01,66168,30,9.036895142463148,0.4666563116040844
1989-01-01,66559,1,5.925410339382102,0.10129562603682793
1989-01-01,66559,2,6.088471339864205,0.09092573155641874
1989-01-01,66559,3,6.250652143281978,0.08068710078380788
1989-01-01,66559,4,6.41151272444079,0.07064597496995881
1989-01-01,66559,5,6.5706130581460105,0.0608906433531416
1989-01-01,66559,6,6.727513119203008,0.05154888203836892
1989-01-01,66559,7,6.881772882417152,0.04282248681579719
1989-01-01,66559,8,7.032952322593809,0.035055180499232744
1989-01-01,66559,9,7.180611414538348,0.028846758067372615
1989-01-01,66559,10,7.324310133056137,0.025120019179701806
1989-01-01,66559,11,7.463608452952545,0.024717742247327135
1989-01-01,66559,12,7.598066349032938,0.027488541463845443
1989-01-01,66559,13,7.727243796102688,0.03235650042034719
1989-01-01,66559,14,7.85070076896716,0.03828098339758603
1989-01-01,66559,15,7.967997242431725,0.04461311728043098
1989-01-01,66559,16,8.078703973647325,0.05098932874288987
1989-01-01,66559,17,8.18251079825144,0.05720626468418061
1989-01-01,66559,18,8.279298715017967,0.06315143182939743
1989-01-01,66559,19,8.36909862612848,0.06876397014484105
1989-01-01,66559,20,8.452053863194022,0.07401372966563607
1989-01-01,66559,21,8.528393419617968,0.07888984380147238
1989-01-01,66559,22,8.598412482891753,0.08339416353170376
1989-01-01,66559,23,8.662458045201356,0.08753728919055481
1989-01-01,66559,24,8.720918111232288,0.09133605844962471
1989-01-01,66559,25,8.774213495997753,0.09481188945418385
1989-01-01,66559,26,8.822791515402933,0.09798964817172622
1989-01-01,66559,27,8.867121078854147,0.10089684983575767
1989-01-01,66559,28,8.907688833414214,0.1035630809309809
1989-01-01,66559,29,8.944996105691272,0.10601957147303649
1989-01-01,66559,30,8.979556455329435,0.1082988727431064
1989-01-01,67644,1,6.641969572379577,0.23069425327369583
1989-01-01,67644,2,6.705872276939297,0.2080208513623392
1989-01-01,67644,3,6.769430037135939,0.18559064449878654
1989-01-01,67644,4,6.832470409528516,0.16351712931350032
1989-01-01,67644,5,6.894820950676056,0.14194212610874932
1989-01-01,67644,6,6.956309217137599,0.12105734758597783
1989-01-01,67644,7,7.016762765472159,0.10114738565157665
1989-01-01,67644,8,7.076009152238778,0.08267915358431624
1989-01-01,67644,9,7.133875933996478,0.06648741799186125
1989-01-01,67644,10,7.190190667304283,0.05409354233262402
1989-01-01,67644,11,7.244780908721231,0.047799242999859874
1989-01-01,67644,12,7.2974742148063445,0.04920163363137194
1989-01-01,67644,13,7.348098142118651,0.057019407035503664
1989-01-01,67644,14,7.396480247217182,0.06845913582777165
1989-01-01,67644,15,7.442448086660967,0.08143959166691021
1989-01-01,67644,16,7.485833442550651,0.09481415461875783
1989-01-01,67644,17,7.526514763187392,0.10798254766011187
1989-01-01,67644,18,7.564445412648617,0.12063094434562428
1989-01-01,67644,19,7.599637501328427,0.1325959101477892
1989-01-01,67644,20,7.632147200092747,0.14379746060047408
1989-01-01,67644,21,7.6620642501903,0.1542050704631565
1989-01-01,67644,22,7.689504333966951,0.16381934507353418
1989-01-01,67644,23,7.714603435741944,0.17266151955356063
1989-01-01,67644,24,7.737513612406334,0.18076710047735975
1989-01-01,67644,25,7.758399779037196,0.18818182413654855
1989-01-01,67644,26,7.777437236264663,0.19495897739789392
1989-01-01,67644,27,7.79480974709257,0.2011575570614218
1989-01-01,67644,28,7.810708025814271,0.20684096634832372
1989-01-01,67644,29,7.8253285395557635,0.2120760679802247
1989-01-01,67644,30,7.8388725495022165,0.2169324816918579
1989-01-01,68039,1,6.35117840973279,0.30221738138307436
1989-01-01,68039,2,6.467741146396875,0.27130707162858775
1989-01-01,68039,3,6.583674681852098,0.24058766617490424
1989-01-01,68039,4,6.698664467918726,0.2101681140360596
1989-01-01,68039,5,6.81239595641702,0.18017273217097027
1989-01-01,68039,6,6.924554599167244,0.15075472993434544
1989-01-01,68039,7,7.034825847989665,0.1221271698301727
1989-01-01,68039,8,7.14289515470455,0.09464327376047257
1989-01-01,68039,9,7.24844797113216,0.0690400752376864
1989-01-01,68039,10,7.351169749092761,0.04730582811120435
1989-01-01,68039,11,7.4507459404066205,0.035358891674298266
1989-01-01,68039,12,7.546861996894,0.040837951506340966
1989-01-01,68039,13,7.639203370375168,0.05779902008107291
1989-01-01,68039,14,7.727455512670385,0.07815178718875544
1989-01-01,68039,15,7.81130387559992,0.09897976693008707
1989-01-01,68039,16,7.890441618649906,0.1192862604220522
1989-01-01,68039,17,7.964647023525936,0.13865578138335874
1989-01-01,68039,18,8.033835023237495,0.15690136201770966
1989-01-01,68039,19,8.098027707940066,0.1739432601317392
1989-01-01,68039,20,8.157327536988026,0.18975994305019608
1989-01-01,68039,21,8.211898204322269,0.20436528024737854
1989-01-01,68039,22,8.26195072215129,0.21779650686456034
1989-01-01,68039,23,8.307733134818488,0.2301072159743758
1989-01-01,68039,24,8.34952280409552,0.24136295670325833
1989-01-01,68039,25,8.387620545931158,0.2516383022308445
1989-01-01,68039,26,8.42234612020611,0.26101480598129567
1989-01-01,68039,27,8.454034722727378,0.26957952538168267
1989-01-01,68039,28,8.483034228911308,0.2774239252616082
1989-01-01,68039,29,8.509703007719418,0.28464304496931664
1989-01-01,68039,30,8.5344081727925,0.29133485458872216
1989-01-01,68241,1,6.323856203634376,0.03265370047593592
1989-01-01,68241,2,6.437057892368612,0.029135590886990557
1989-01-01,68241,3,6.549648522702577,0.025841639120517082
1989-01-01,68241,4,6.661322616349185,0.022866656970811503
1989-01-01,68241,5,6.771774695021351,0.020339187182789355
1989-01-01,68241,6,6.880699280431989,0.018420985112152427
1989-01-01,68241,7,6.987790894294007,0.01728056803781223
1989-01-01,68241,8,7.092744058320326,0.01702852184396138
1989-01-01,68241,9,7.195253294223855,0.017648945457854427
1989-01-01,68241,10,7.295013123717508,0.018998360948061368
1989-01-01,68241,11,7.391718068514201,0.02087592966235244
1989-01-01,68241,12,7.485062650326841,0.023092998110900115
1989-01-01,68241,13,7.574741390868348,0.02550169397968219
1989-01-01,68241,14,7.660448811851631,0.027994412857495325
1989-01-01,68241,15,7.7418794349896025,0.030494028470857564
1989-01-01,68241,16,7.8187352674130555,0.03294457275411424
1989-01-01,68241,17,7.890800984001212,0.035306735974954095
1989-01-01,68241,18,7.957993970642072,0.03755510116162815
1989-01-01,68241,19,8.020335680528797,0.03967432676125257
1989-01-01,68241,20,8.077925618634193,0.04165629993965539
1989-01-01,68241,21,8.130922758838551,0.04349816177077693
1989-01-01,68241,22,8.17953202888318,0.045200929416562736
1989-01-01,68241,23,8.223994320834937,0.046768523357238315
1989-01-01,68241,24,8.264578998830597,0.04820707057362866
1989-01-01,68241,25,8.301578204890623,0.049524397719005624
1989-01-01,68241,26,8.335302478725398,0.05072965689454811
1989-01-01,68241,27,8.36607735088178,0.0518330453878872
1989-01-01,68241,28,8.394240665903633,0.05284559305769
1989-01-01,68241,29,8.420140459302083,0.053778999215520255
1989-01-01,68241,30,8.444133259117601,0.054645506330439644
