date,co_num,horizon,rate,std
1995-05-02,70084,2,3.859687870792055,0.33215609403356783
1995-05-02,70084,3,4.005019710103615,0.2965846015808424
1995-05-02,70084,4,4.149168485050275,0.26138943578060647
1995-05-02,70084,5,4.2917398846560655,0.22672801883505736
1995-05-02,70084,6,4.4323395979450115,0.19279608029900724
1995-05-02,70084,7,4.570573313941146,0.15986304698023343
1995-05-02,70084,8,4.7060467216685025,0.12835367572928216
1995-05-02,70084,9,4.838365510151106,0.09905634482887603
1995-05-02,70084,10,4.967135368412986,0.073697129065804
1995-05-02,70084,11,5.0919619854781795,0.05632254746224063
1995-05-02,70084,12,5.212451050370706,0.0534288146269699
1995-05-02,70084,13,5.328208252114605,0.06541691351643503
1995-05-02,70084,14,5.4388392797339025,0.08503396880076798
1995-05-02,70084,15,5.543949822252628,0.10714043650969386
1995-05-02,70084,16,5.6431552308624795,0.12955156627669132
1995-05-02,70084,17,5.736177564177394,0.15133831305853174
1995-05-02,70084,18,5.822910184008974,0.17207824174297565
1995-05-02,70084,19,5.903380782111063,0.19157512838720714
1995-05-02,70084,20,5.977717799373248,0.20974707170486406
1995-05-02,70084,21,6.046126439073603,0.22657670487556303
1995-05-02,70084,22,6.108871221674283,0.24208646273588091
1995-05-02,70084,23,6.166263090342127,0.25632508067195475
1995-05-02,70084,24,6.218649739954812,0.2693596236654238
1995-05-02,70084,25,6.266408267052684,0.28127046745513734
1995-05-02,70084,26,6.309939515890325,0.29214796808416754
1995-05-02,70084,27,6.349663680874561,0.3020901554226302
1995-05-02,70084,28,6.386016851303538,0.3112010795737649
1995-05-02,70084,29,6.4194482709627145,0.3195895918131003
1995-05-02,70084,30,6.450418145783389,0.32736842569671387
1995-05-02,70432,1,4.688703129841942,0.07756603277871438
1995-05-02,70432,2,4.813409156617024,0.07007058682458299
1995-05-02,70432,3,4.937442025013669,0.06280489965500759
1995-05-02,70432,4,5.060465211929833,0.05586208567901662
1995-05-02,70432,5,5.182142194263484,0.04936758916332953
1995-05-02,70432,6,5.302136448912581,0.04349365561507955
1995-05-02,70432,7,5.420111452775091,0.03847428746284866
1995-05-02,70432,8,5.535730682748978,0.03460632872463444
1995-05-02,70432,9,5.648657615732203,0.03220397857032771
1995-05-02,70432,10,5.7585557286227305,0.031479269034740166
1995-05-02,70432,11,5.865088498318527,0.03240620112319607
1995-05-02,70432,12,5.967919401717548,0.034708774303000955
1995-05-02,70432,13,6.066711915717763,0.03799393653080517
1995-05-02,70432,14,6.161129517217133,0.041890492817564566
1995-05-02,70432,15,6.250835683113623,0.04610777171130034
1995-05-02,70432,16,6.335502136442968,0.050435512632923195
1995-05-02,70432,17,6.414891669257335,0.05472894911514815
1995-05-02,70432,18,6.488913271627644,0.05889361793616015
1995-05-02,70432,19,6.557590576968825,0.06287013484579113
1995-05-02,70432,20,6.6210332026367835,0.06662317567925435
1995-05-02,70432,21,6.679416278536331,0.07013406899158335
1995-05-02,70432,22,6.732965558582267,0.07339585980987959
1995-05-02,70432,23,6.7819464159582985,0.07640999374587241
1995-05-02,70432,24,6.8266555894465775,0.07918405502254809
1995-05-02,70432,25,6.867414910558923,0.08173019493310378
1995-05-02,70432,26,6.904566478197488,0.08406401913137772
1995-05-02,70432,27,6.938468905573318,0.0862037852541094
1995-05-02,70432,28,6.969494371327946,0.08816981447008991
1995-05-02,70432,29,6.998026280746708,0.0899840534250352
1995-05-02,70432,30,7.024457394713815,0.09166974404927918
1995-05-02,80616,1,3.534547504910667,0.7324704877906255
1995-05-02,80616,2,3.6245335591340013,0.6661395988651131
1995-05-02,80616,3,3.714033872067123,0.6004307187834803
1995-05-02,80616,4,3.8028056135366155,0.535634931536807
1995-05-02,80616,5,3.890605953369074,0.4720960022969175
1995-05-02,80616,6,3.9771920613910794,0.4102447555983778
1995-05-02,80616,7,4.0623211074292245,0.3506627814325357
1995-05-02,80616,8,4.1457502613100985,0.29420567164753814
1995-05-02,80616,9,4.227236692860286,0.24224799247864948
1995-05-02,80616,10,4.306537571906376,0.19715472829762273
1995-05-02,80616,11,4.3834100682749595,0.16298157946447497
1995-05-02,80616,12,4.457611351792621,0.14540159267400263
1995-05-02,80616,13,4.52889859228595,0.14805891508528465
1995-05-02,80616,14,4.597028959581538,0.1678175823296185
1995-05-02,80616,15,4.661759623505969,0.1976839681813056
1995-05-02,80616,16,4.722853704178856,0.2320506510597035
1995-05-02,80616,17,4.780140035796842,0.2676608946119396
1995-05-02,80616,18,4.833552946919466,0.3027887602875544
1995-05-02,80616,19,4.883109491075027,0.3365301349500542
1995-05-02,80616,20,4.928888766552422,0.36841828240341223
1995-05-02,80616,21,4.971017144542501,0.3982303720000554
1995-05-02,80616,22,5.009657525785063,0.42588776299516645
1995-05-02,80616,23,5.045001399707809,0.4514019812559637
1995-05-02,80616,24,5.077262888697854,0.47484381491990646
1995-05-02,80616,25,5.106674221690902,0.4963246981486613
1995-05-02,80616,26,5.133482252276588,0.5159849619569157
1995-05-02,80616,27,5.157945750529537,0.5339861084709651
1995-05-02,80616,28,5.180333275141603,0.5505055470362061
1995-05-02,80616,29,5.20092148578745,0.5657328972955462
1995-05-02,80616,30,5.219993793005744,0.5798673261342766
1995-05-02,80659,1,3.791856203739659,0.10630378872667473
1995-05-02,80659,2,3.9312312920082886,0.09538789079281547
1995-05-02,80659,3,4.0698540388637605,0.08470077564473387
1995-05-02,80659,4,4.2073483362841575,0.07434752525839203
1995-05-02,80659,5,4.3433380762475675,0.06447423512319034
1995-05-02,80659,6,4.477447150732079,0.05529548667036734
1995-05-02,80659,7,4.609299451715783,0.0471384518183898
1995-05-02,80659,8,4.73851887117677,0.04049767844678858
1995-05-02,80659,9,4.8647293010931225,0.036040356379955674
1995-05-02,80659,10,4.9875546334429295,0.034399924720561414
1995-05-02,80659,11,5.106618760204287,0.03571968143024944
1995-05-02,80659,12,5.221545573355275,0.0394576056602101
1995-05-02,80659,13,5.331958964873989,0.044775334036718066
1995-05-02,80659,14,5.437482826738514,0.05095527644825936
1995-05-02,80659,15,5.537741050926938,0.057506934953890046
1995-05-02,80659,16,5.6323667455411455,0.06411615887709708
1995-05-02,80659,17,5.7210948000686495,0.07058619998635632
1995-05-02,80659,18,5.803823499161555,0.07679836460134433
1995-05-02,80659,19,5.8805792562128385,0.08268343901110099
1995-05-02,80659,20,5.951484582772666,0.08820400468879604
1995-05-02,80659,21,6.016735209124267,0.09334370812174445
1995-05-02,80659,22,6.0765834444191436,0.09810060004455613
1995-05-02,80659,23,6.131325877457848,0.10248287708879784
1995-05-02,80659,24,6.181294152147451,0.10650607491418392
1995-05-02,80659,25,6.226847956760669,0.11019116322406287
1995-05-02,80659,26,6.2683696309960455,0.113563217638913
1995-05-02,80659,27,6.306259971424819,0.11665047109543138
1995-05-02,80659,28,6.340934935738499,0.11948362174413131
1995-05-02,80659,29,6.372823028852754,0.12209531867166608
1995-05-02,80659,30,6.402363211773086,0.12451977393375147
1995-05-02,81620,1,4.063675587271208,0.27269086275018933
1995-05-02,81620,2,4.1681960336962804,0.24650948659021826
1995-05-02,81620,3,4.27215228273612,0.2205407392040273
1995-05-02,81620,4,4.375262282706728,0.1948927640082542
1995-05-02,81620,5,4.47724398192409,0.1696935275510719
1995-05-02,81620,6,4.577815328704213,0.14510571238585498
1995-05-02,81620,7,4.676694271363091,0.12135689877052627
1995-05-02,81620,8,4.77359875821672,0.09880526087388482
1995-05-02,81620,9,4.868246737581098,0.07809233831570725
1995-05-02,81620,10,4.960356157772218,0.0605020110858794
1995-05-02,81620,11,5.049644967106084,0.04860174524730659
1995-05-02,81620,12,5.135831113898689,0.045889896073272284
1995-05-02,81620,13,5.218632546466029,0.052768540981644775
1995-05-02,81620,14,5.2977672131241045,0.06543843838448685
1995-05-02,81620,15,5.372953062188909,0.08047190152469608
1995-05-02,81620,16,5.443914953350528,0.0961060444052752
1995-05-02,81620,17,5.5104540744004,0.11151352419159721
1995-05-02,81620,18,5.5724941467603175,0.12629745251544755
1995-05-02,81620,19,5.630054978415053,0.14026398856259617
1995-05-02,81620,20,5.6832284434726335,0.1533235941345147
1995-05-02,81620,21,5.73216132438059,0.16544536878482613
1995-05-02,81620,22,5.777042833325121,0.17663406235983786
1995-05-02,81620,23,5.8180953887758635,0.18691754289895504
1995-05-02,81620,24,5.855567697798417,0.1963394704437779
1995-05-02,81620,25,5.889729498545458,0.2049547515074893
1995-05-02,81620,26,5.920867515972456,0.21282657384424664
1995-05-02,81620,27,5.949282316249964,0.22002438934000457
1995-05-02,81620,28,5.975285835206336,0.2266224932499338
1995-05-02,81620,29,5.99919941810949,0.23269899433927707
1995-05-02,81620,30,6.021352251479257,0.23833505075747718
1995-05-02,97039,1,3.472706083050693,0.11450394088032353
1995-05-02,97039,2,3.5966871572107846,0.10352223657515612
1995-05-02,97039,3,3.71999898625902,0.09273669642958494
1995-05-02,97039,4,3.8423070034005953,0.0822327717467424
1995-05-02,97039,5,3.9632766418407113,0.07212318205170523
1995-05-02,97039,6,4.082573334784569,0.06256481762938983
1995-05-02,97039,7,4.199862515437371,0.05378642097166055
1995-05-02,97039,8,4.314809617004321,0.046129191577836785
1995-05-02,97039,9,4.427080072690614,0.040085591612731696
1995-05-02,97039,10,4.536339315701456,0.03626489802926849
1995-05-02,97039,11,4.642252779242048,0.03515402076646892
1995-05-02,97039,12,4.744485896517592,0.0367394650521152
1995-05-02,97039,13,4.842704100733288,0.040449316451859514
1995-05-02,97039,14,4.936572825094337,0.04552218444100242
1995-05-02,97039,15,5.025757502805942,0.051323699088346116
1995-05-02,97039,16,5.1099317652738705,0.05741599141115566
1995-05-02,97039,17,5.188859783509474,0.06351919617920015
1995-05-02,97039,18,5.262451076651021,0.06946254235356256
1995-05-02,97039,19,5.330729140725482,0.07514457174324717
1995-05-02,97039,20,5.393802955851011,0.08050761071184864
1995-05-02,97039,21,5.45184663385104,0.0855222606835348
1995-05-02,97039,22,5.505084616266833,0.09017792825196641
1995-05-02,97039,23,5.55378073359014,0.09447691243166499
1995-05-02,97039,24,5.598229999573768,0.0984306069809003
1995-05-02,97039,25,5.638752374828806,0.1020569886750974
1995-05-02,97039,26,5.675687969536416,0.10537890874272543
1995-05-02,97039,27,5.7093933121841385,0.10842290015428296
1995-05-02,97039,28,5.740238417830185,0.11121832547662523
1995-05-02,97039,29,5.768604462912808,0.11379675561764707
1995-05-02,97039,30,5.794881925082301,0.11619150915482307
1995-11-01,11594,1,4.310570939372917,0.6234191350740311
1995-11-01,11594,2,4.433385838786289,0.5628915524722683
1995-11-01,11594,3,4.555537788054626,0.50275739818183
1995-11-01,11594,4,4.676695367342045,0.44323541938921096
1995-11-01,11594,5,4.796527156812673,0.38457460606119587
1995-11-01,11594,6,4.914701736630625,0.327077824623831
1995-11-01,11594,7,5.030887686960027,0.2711517871154205
1995-11-01,11594,8,5.144753587964996,0.21742333121547935
1995-11-01,11594,9,5.255968019809655,0.1670423294549559
1995-11-01,11594,10,5.364199562658125,0.12256140973970076
1995-11-01,11594,11,5.469116796674527,0.09039827385895537
1995-11-01,11594,12,5.570388302022979,0.08271222331272958
1995-11-01,11594,13,5.667682658867609,0.10229285053795857
1995-11-01,11594,14,5.760668447372532,0.1357473672909101
1995-11-01,11594,15,5.84901424770187,0.1734373474712483
1995-11-01,11594,16,5.932396761107457,0.2115225449211295
1995-11-01,11594,17,6.010582376824782,0.24845248791203062
1995-11-01,11594,18,6.083481465061492,0.2835451934120272
1995-11-01,11594,19,6.151117300839268,0.31649279767063887
1995-11-01,11594,20,6.213597839201571,0.34717290336261375
1995-11-01,11594,21,6.271095554263717,0.3755668514818228
1995-11-01,11594,22,6.323832776453964,0.40171975055280196
1995-11-01,11594,23,6.372070854655811,0.4257188391568438
1995-11-01,11594,24,6.416102027701852,0.44768075858349676
1995-11-01,11594,25,6.4562432466310575,0.46774354581361316
1995-11-01,11594,26,6.4928314225241825,0.48606131577080425
1995-11-01,11594,27,6.5262197303366145,0.502800572423912
1995-11-01,11594,28,6.556774704738776,0.5181375587506604
1995-11-01,11594,29,6.584873936796395,0.5322562989509694
1995-11-01,11594,30,6.610904231299389,0.5453471195876148
1995-11-01,60534,1,5.140046922247045,0.10913173003739778
1995-11-01,60534,2,5.16590238396136,0.0996696171606358
1995-11-01,60534,3,5.19161827887901,0.09043225629611017
1995-11-01,60534,4,5.217124835230298,0.08150031385168982
1995-11-01,60534,5,5.24235228124552,0.07297549800792674
1995-11-01,60534,6,5.267230845154968,0.06498966087516472
1995-11-01,60534,7,5.291690755188946,0.05771647604493114
1995-11-01,60534,8,5.315662239577748,0.05138286832046316
1995-11-01,60534,9,5.339075526551672,0.046270091430510286
1995-11-01,60534,10,5.361860844341014,0.04268239912106282
1995-11-01,60534,11,5.383948421176074,0.04086001113098149
1995-11-01,60534,12,5.405268485287146,0.040858103088082694
1995-11-01,60534,13,5.4257512649045285,0.042486970983045096
1995-11-01,60534,14,5.445326988258519,0.045380995164296195
1995-11-01,60534,15,5.463925883579415,0.04913114868183505
1995-11-01,60534,16,5.4814798887799165,0.05337885503944581
1995-11-01,60534,17,5.497939823229608,0.05785036535086341
1995-11-01,60534,18,5.51328681772226,0.06235458691888332
1995-11-01,60534,19,5.527525772204338,0.06676464237995644
1995-11-01,60534,20,5.540679413783922,0.07099957239245792
1995-11-01,60534,21,5.552784052370533,0.075010399011948
1995-11-01,60534,22,5.563886493815116,0.07877037783457051
1995-11-01,60534,23,5.574041758282843,0.08226837147118807
1995-11-01,60534,24,5.583311369008952,0.08550436054090739
1995-11-01,60534,25,5.59176205173676,0.08848637734954025
1995-11-01,60534,26,5.5994647342738135,0.09122838242840596
1995-11-01,60534,27,5.606493768360667,0.09374877055998523
1995-11-01,60534,28,5.612926318276112,0.09606930268345035
1995-11-01,60534,29,5.61884187593351,0.098214330682415
1995-11-01,60534,30,5.6243218729546305,0.10021022726948857
1995-11-01,60631,1,3.111320472022135,0.16455100646676454
1995-11-01,60631,2,3.254180354683198,0.14874129242555625
1995-11-01,60631,3,3.3962690851438224,0.13313567551196387
1995-11-01,60631,4,3.537201151555754,0.11783006787797631
1995-11-01,60631,5,3.6765910420707417,0.10294756265028301
1995-11-01,60631,6,3.8140532448405415,0.08865713099262879
1995-11-01,60631,7,3.949202248016907,0.07520790726460565
1995-11-01,60631,8,4.08165253975159,0.0629915287064603
1995-11-01,60631,9,4.211018608196337,0.05264380482630963
1995-11-01,60631,10,4.336914941502905,0.04514242771738365
1995-11-01,60631,11,4.458956027823047,0.04164206061001054
1995-11-01,60631,12,4.576756355308512,0.04269116369452595
1995-11-01,60631,13,4.689930412111056,0.04755977655653583
1995-11-01,60631,14,4.798092686382427,0.054841060205267286
1995-11-01,60631,15,4.90085766627438,0.06333852460623893
1995-11-01,60631,16,4.997849286493141,0.07228283028264444
1995-11-01,60631,17,5.088795807969867,0.0812213368769419
1995-11-01,60631,18,5.173592972168508,0.08989651994736855
1995-11-01,60631,19,5.252267852895922,0.09816407299421111
1995-11-01,60631,20,5.324946024857743,0.10594644136167898
1995-11-01,60631,21,5.391828112180147,0.11320705050898872
1995-11-01,60631,22,5.453172732498657,0.11993561550089307
1995-11-01,60631,23,5.509283890221601,0.12613942899379255
1995-11-01,60631,24,5.560501521346426,0.13183797597580796
1995-11-01,60631,25,5.607194307429303,0.13705947121839337
1995-11-01,60631,26,5.649754147805684,0.14183855174863896
1995-11-01,60631,27,5.688591860160772,0.1462146892980263
1995-11-01,60631,28,5.724133802373438,0.15023106730215768
1995-11-01,60631,29,5.7568191932648665,0.15393376739445663
1995-11-01,60631,30,5.787097969179623,0.15737116833151957
1995-11-01,60682,1,3.37722128697868,0.6162168711348162
1995-11-01,60682,2,3.526518272473317,0.559701185265076
1995-11-01,60682,3,3.675009358531812,0.5035749627646049
1995-11-01,60682,4,3.822291662583186,0.4480519198687551
1995-11-01,60682,5,3.9679623020564625,0.39337583202599596
1995-11-01,60682,6,4.111618394380673,0.33984113348702477
1995-11-01,60682,7,4.25285705698483,0.2878331095415953
1995-11-01,60682,8,4.3912754072979645,0.23791194196505264
1995-11-01,60682,9,4.5264705627490995,0.1910019729276163
1995-11-01,60682,10,4.658039640767255,0.14884384006961798
1995-11-01,60682,11,4.785579758781459,0.1150303850051008
1995-11-01,60682,12,4.908688034220732,0.09630305256836136
1995-11-01,60682,13,5.026961584514098,0.09896737160384218
1995-11-01,60682,14,5.139997527090585,0.11943434214477833
1995-11-01,60682,15,5.24739297937921,0.14873050186098646
1995-11-01,60682,16,5.348754931014412,0.18103047204588413
1995-11-01,60682,17,5.443799398675862,0.2135960666816729
1995-11-01,60682,18,5.532417426057182,0.2451726319359655
1995-11-01,60682,19,5.614637306879988,0.27516685321052636
1995-11-01,60682,20,5.6905902741024486,0.3033020357936108
1995-11-01,60682,21,5.760485991744288,0.3294684514421607
1995-11-01,60682,22,5.824594730455734,0.3536526345573784
1995-11-01,60682,23,5.8832341927358796,0.3759009559667596
1995-11-01,60682,24,5.936759631709213,0.3962993344002618
1995-11-01,60682,25,5.985556341300934,0.4149611483014121
1995-11-01,60682,26,6.030033879382086,0.4320196090058174
1995-11-01,60682,27,6.070621574612657,0.44762271128610065
1995-11-01,60682,28,6.107764996069641,0.4619297532823815
1995-11-01,60682,29,6.1419231532717,0.4751088572516489
1995-11-01,60682,30,6.173566256180201,0.4873351551934329
1995-11-01,61247,1,4.476777304495086,0.5592308290073111
1995-11-01,61247,2,4.577209034547678,0.5058863043998127
1995-11-01,61247,3,4.677098637950143,0.4529084500732752
1995-11-01,61247,4,4.776175096547116,0.4004914289981542
1995-11-01,61247,5,4.874167392183215,0.34885586830718296
1995-11-01,61247,6,4.970804506703078,0.2982687876193921
1995-11-01,61247,7,5.0658154219513305,0.24908461441982183
1995-11-01,61247,8,5.158929119772601,0.20183726819820216
1995-11-01,61247,9,5.249874582011518,0.15746863458922924
1995-11-01,61247,10,5.338380790512713,0.11795096686268472
1995-11-01,61247,11,5.424176727120815,0.08793850830921797
1995-11-01,61247,12,5.506991373680452,0.07655645647946559
1995-11-01,61247,13,5.586553712036253,0.08864377543329655
1995-11-01,61247,14,5.662592724032849,0.11511104092895838
1995-11-01,61247,15,5.734837391514866,0.14675264622060075
1995-11-01,61247,16,5.803023337336233,0.1794132107694086
1995-11-01,61247,17,5.866959526587088,0.2113807317191022
1995-11-01,61247,18,5.926572664617085,0.2419031236497202
1995-11-01,61247,19,5.981881784546028,0.27063732578548055
1995-11-01,61247,20,6.032975166475389,0.29743826297574355
1995-11-01,61247,21,6.079993850896781,0.3222686605434373
1995-11-01,61247,22,6.123119648239232,0.3451558236430302
1995-11-01,61247,23,6.162566276224633,0.3661687559791524
1995-11-01,61247,24,6.198572712792032,0.38540499505590325
1995-11-01,61247,25,6.231398144256263,0.4029825004526214
1995-11-01,61247,26,6.261318079231312,0.41903436755669393
1995-11-01,61247,27,6.2886213260942565,0.43370522180746235
1995-11-01,61247,28,6.3136076181124015,0.44714866644858525
1995-11-01,61247,29,6.3365857299064565,0.45952542111645267
1995-11-01,61247,30,6.3578719706085325,0.47100193135806845
1995-11-01,61271,1,3.0851323252510423,0.3995756154095377
1995-11-01,61271,2,3.1897597343601674,0.3656621642173754
1995-11-01,61271,3,3.293822368703562,0.3321276137555216
1995-11-01,61271,4,3.397037887955097,0.2991363468901744
1995-11-01,61271,5,3.49912395178862,0.266882695851737
1995-11-01,61271,6,3.599798219877997,0.23560741569712004
1995-11-01,61271,7,3.6987783518970807,0.2056252836551362
1995-11-01,61271,8,3.7957820075197377,0.1773718462845934
1995-11-01,61271,9,3.89052684641982,0.15148111548138338
1995-11-01,61271,10,3.9827305282711873,0.12890232610139765
1995-11-01,61271,11,4.072110712747699,0.11101786828688921
1995-11-01,61271,12,4.158385059523216,0.0995567280542449
1995-11-01,61271,13,4.241271228271593,0.09589628261183364
1995-11-01,61271,14,4.320486878666692,0.09992124671753073
1995-11-01,61271,15,4.3957496703823695,0.10985879607012175
1995-11-01,61271,16,4.466784181539437,0.12342315871493748
1995-11-01,61271,17,4.533391396471655,0.1387745816757555
1995-11-01,61271,18,4.595494958539905,0.15471146207015551
1995-11-01,61271,19,4.653114695999776,0.17051206477362366
1995-11-01,61271,20,4.706342576980142,0.1857582156644032
1995-11-01,61271,21,4.755325534140728,0.2002164134773792
1995-11-01,61271,22,4.8002529733010695,0.21376668936128773
1995-11-01,61271,23,4.8413475405463275,0.22636089946542676
1995-11-01,61271,24,4.8788581974604925,0.23799790002272775
1995-11-01,61271,25,4.913054958237122,0.2487083483352558
1995-11-01,61271,26,4.944224841256298,0.25854509406392634
1995-11-01,61271,27,4.972668720277805,0.2675769080087623
1995-11-01,61271,28,4.998698850354559,0.2758842652936782
1995-11-01,61271,29,5.02263690560834,0.28355643286404336
1995-11-01,61271,30,5.044812409437308,0.2906894105088333
1995-11-01,62820,1,4.310570939372917,0.6234191350740311
1995-11-01,62820,2,4.433385838786289,0.5628915524722683
1995-11-01,62820,3,4.555537788054626,0.50275739818183
1995-11-01,62820,4,4.676695367342045,0.44323541938921096
1995-11-01,62820,5,4.796527156812673,0.38457460606119587
1995-11-01,62820,6,4.914701736630625,0.327077824623831
1995-11-01,62820,7,5.030887686960027,0.2711517871154205
1995-11-01,62820,8,5.144753587964996,0.21742333121547935
1995-11-01,62820,9,5.255968019809655,0.1670423294549559
1995-11-01,62820,10,5.364199562658125,0.12256140973970076
1995-11-01,62820,11,5.469116796674527,0.09039827385895537
1995-11-01,62820,12,5.570388302022979,0.08271222331272958
1995-11-01,62820,13,5.667682658867609,0.10229285053795857
1995-11-01,62820,14,5.760668447372532,0.1357473672909101
1995-11-01,62820,15,5.84901424770187,0.1734373474712483
1995-11-01,62820,16,5.932396761107457,0.2115225449211295
1995-11-01,62820,17,6.010582376824782,0.24845248791203062
1995-11-01,62820,18,6.083481465061492,0.2835451934120272
1995-11-01,62820,19,6.151117300839268,0.31649279767063887
1995-11-01,62820,20,6.213597839201571,0.34717290336261375
1995-11-01,62820,21,6.271095554263717,0.3755668514818228
1995-11-01,62820,22,6.323832776453964,0.40171975055280196
1995-11-01,62820,23,6.372070854655811,0.4257188391568438
1995-11-01,62820,24,6.416102027701852,0.44768075858349676
1995-11-01,62820,25,6.4562432466310575,0.46774354581361316
1995-11-01,62820,26,6.4928314225241825,0.48606131577080425
1995-11-01,62820,27,6.5262197303366145,0.502800572423912
1995-11-01,62820,28,6.556774704738776,0.5181375587506604
1995-11-01,62820,29,6.584873936796395,0.5322562989509694
1995-11-01,62820,30,6.610904231299389,0.5453471195876148
1995-11-01,62898,1,2.4643003964275447,0.46066513390638114
1995-11-01,62898,2,2.7034217251701214,0.42255213667107716
1995-11-01,62898,3,2.941252286096026,0.3850044674914245
1995-11-01,62898,4,3.177146802842976,0.34826391327631223
1995-11-01,62898,5,3.410459999048692,0.3126253196374855
1995-11-01,62898,6,3.6405465983508964,0.2784616117900904
1995-11-01,62898,7,3.866761324387311,0.246261198447655
1995-11-01,62898,8,4.088458900795657,0.21668076033268852
1995-11-01,62898,9,4.304994051213655,0.19060835039497517
1995-11-01,62898,10,4.515721499279031,0.16920281278424276
1995-11-01,62898,11,4.719995968629502,0.1538106295986078
1995-11-01,62898,12,4.917172182902793,0.14560867392044563
1995-11-01,62898,13,5.106604865736625,0.14499454859709904
1995-11-01,62898,14,5.287648740768719,0.15120048146046408
1995-11-01,62898,15,5.459658531636798,0.1625934973961721
1995-11-01,62898,16,5.622004773783937,0.17735207225337618
1995-11-01,62898,17,5.77423262568289,0.19394475635357597
1995-11-01,62898,18,5.916167577602792,0.21126854685973404
1995-11-01,62898,19,6.047854946147235,0.22858895727163395
1995-11-01,62898,20,6.169504920418341,0.24543833147046823
1995-11-01,62898,21,6.281453308529186,0.2615310021208401
1995-11-01,62898,22,6.38413298912624,0.27670380701098585
1995-11-01,62898,23,6.478052810016948,0.2908767060401271
1995-11-01,62898,24,6.563781761920624,0.3040270318472521
1995-11-01,62898,25,6.641936950367196,0.3161725334737391
1995-11-01,62898,26,6.713174343204882,0.3273600305515018
1995-11-01,62898,27,6.778181574141112,0.33765767225857574
1995-11-01,62898,28,6.83767228832676,0.3471495482238886
1995-11-01,62898,29,6.89238165777915,0.35593186430936
1995-11-01,62898,30,6.943062793690571,0.3641101825258179
1995-11-01,63312,1,4.894139843511778,0.41775572633202984
1995-11-01,63312,2,4.928305540054606,0.3776907246243699
1995-11-01,63312,3,4.962286811469987,0.3378996288420811
1995-11-01,63312,4,4.995991460560369,0.2985173536678504
1995-11-01,63312,5,5.029327290128235,0.25969308593621837
1995-11-01,63312,6,5.062202102976048,0.22160134826948266
1995-11-01,63312,7,5.094523701906275,0.18446511845610378
1995-11-01,63312,8,5.126199889721391,0.14860906118111344
1995-11-01,63312,9,5.157138469223863,0.11459771581449336
1995-11-01,63312,10,5.187247243216158,0.0836474023235126
1995-11-01,63312,11,5.216434014500752,0.0589647139938679
1995-11-01,63312,12,5.244606585880105,0.04845627872937312
1995-11-01,63312,13,5.271672760156695,0.05800433727355562
1995-11-01,63312,14,5.2975403401329855,0.07913091980865819
1995-11-01,63312,15,5.32211712861145,0.1037268847724358
1995-11-01,63312,16,5.3453131875880215,0.12870504796598986
1995-11-01,63312,17,5.367063529227126,0.15292738068332032
1995-11-01,63312,18,5.387343219548426,0.1759246832377401
1995-11-01,63312,19,5.406158733396034,0.19749508109745462
1995-11-01,63312,20,5.423540102624976,0.21756280268761202
1995-11-01,63312,21,5.439535307556161,0.23612036112579815
1995-11-01,63312,22,5.454206197964986,0.25320136544348426
1995-11-01,63312,23,5.467625478113615,0.268866196934875
1995-11-01,63312,24,5.4798744454938095,0.2831937411603486
1995-11-01,63312,25,5.4910412722497295,0.2962762549609929
1995-11-01,63312,26,5.5012196831802544,0.3082159902628929
1995-11-01,63312,27,5.510507927507671,0.3191228693231873
1995-11-01,63312,28,5.519007970973771,0.32911282462973596
1995-11-01,63312,29,5.526824855082727,0.3383065785260266
1995-11-01,63312,30,5.534066184491112,0.3468287250702786
1995-11-01,65056,1,3.8709666082179224,0.10837283484000407
1995-11-01,65056,2,3.988482093871097,0.0982344212706398
1995-11-01,65056,3,4.105363235412696,0.08831635159576705
1995-11-01,65056,4,4.221292913640115,0.07870899912002526
1995-11-01,65056,5,4.335954009350765,0.06953115367708014
1995-11-01,65056,6,4.449029403342055,0.060945251934056616
1995-11-01,65056,7,4.560201976411387,0.05317932170937412
1995-11-01,65056,8,4.669154609356177,0.04655211312546672
1995-11-01,65056,9,4.775570182973824,0.04148043972767681
1995-11-01,65056,10,4.879131578061741,0.03841383886316819
1995-11-01,65056,11,4.979521675417337,0.037644346672348644
1995-11-01,65056,12,5.076423355838014,0.03909249195188942
1995-11-01,65056,13,5.1695195001211856,0.042314510869819286
1995-11-01,65056,14,5.258492989064257,0.04673368515179706
1995-11-01,65056,15,5.343026703464635,0.05184201571750079
1995-11-01,65056,16,5.422811294785757,0.05726309812621828
1995-11-01,65056,17,5.497623232474109,0.06274091623337187
1995-11-01,65056,18,5.567376754227013,0.06811113879883844
1995-11-01,65056,19,5.632094130758275,0.07327175772016344
1995-11-01,65056,20,5.691878658894432,0.07816204683043472
1995-11-01,65056,21,5.746895370561752,0.08274882798839006
1995-11-01,65056,22,5.797357002719485,0.0870176563087244
1995-11-01,65056,23,5.843513627151399,0.09096711899420225
1995-11-01,65056,24,5.885644872701412,0.09460508100511121
1995-11-01,65056,25,5.924054014098004,0.0979461580669227
1995-11-01,65056,26,5.959063424843622,0.1010099768114128
1995-11-01,65056,27,5.99101104053567,0.10381995041454671
1995-11-01,65056,28,6.020247580020222,0.10640239945915193
1995-11-01,65056,29,6.047134341459634,0.10878590929301475
1995-11-01,65056,30,6.0720414391719295,0.1110008531051973
